,Movie Name,Year of Release,Genre,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
146,Pansarkryssaren Potemkin,(1925),"Drama, History, Thriller            ",75 min,8.0,97        ,"54,317",$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
147,Sju hertigar,(1949),"Comedy, Crime            ",106 min,8.0,-,"35,177",-,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
148,Tropa de Elite 2,(2010),"Action, Crime, Drama            ",115 min,8.0,71        ,"80,269",$0.10M,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
149,The Killer,(1989),"Action, Crime, Drama            ",111 min,7.8,82        ,"46,298",-,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
150,Kairos röda ros,(1985),"Comedy, Fantasy, Romance            ",82 min,7.7,75        ,"47,995",$10.63M,"In New Jersey in 1935, a movie character walks off the screen and into the real world."
151,Dilwale Dulhania Le Jayenge,(1995),"Drama, Romance            ",189 min,8.1,-,"65,367",-,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
152,Veer-Zaara,(2004),"Drama, Family, Musical            ",192 min,7.8,67        ,"50,268",$2.92M,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever."
153,Once Upon a Time in Anatolia,(2011),"Crime, Drama            ",157 min,7.9,82        ,"43,620",$0.14M,A group of men set out in search of a dead body in the Anatolian steppes.
154,Hana-bi,(1997),"Crime, Drama, Romance            ",103 min,7.8,-,"28,554",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
155,Hera Pheri,(2000),"Action, Comedy, Crime            ",156 min,8.2,-,"59,879",-,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
156,Mordängeln,(1962),"Drama, Fantasy            ",95 min,8.1,-,"30,547",-,The guests at an upper-class dinner party find themselves unable to leave.
157,Ingenmansland,(I) (2001),"Comedy, Drama, War            ",98 min,7.9,84        ,"45,391",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
158,Barfi!,(2012),"Comedy, Drama, Romance            ",151 min,8.1,-,"77,619",$2.80M,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
159,Den röda lyktan,(1991),"Drama, History, Romance            ",125 min,8.1,-,"30,410",$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
160,Badhaai ho,(2018),"Comedy, Drama            ",124 min,8.0,-,"29,766",-,A man is embarrassed when he finds out his mother is pregnant.
161,"Svart katt, vit katt",(1998),"Comedy, Crime, Romance            ",127 min,8.1,73        ,"51,765",$0.35M,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
162,Vampire Hunter D: Bloodlust,(2000),"Animation, Action, Fantasy            ",103 min,7.7,62        ,"29,942",$0.15M,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back."
163,The Visitor,(I) (2007),Drama            ,104 min,7.6,79        ,"41,906",$9.42M,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.
164,Cell 211,(2009),"Action, Adventure, Crime            ",113 min,7.6,-,"65,000",-,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
165,Yeopgijeogin geunyeo,(2001),"Comedy, Drama, Romance            ",137 min,8.0,-,"46,089",-,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
166,Ivans barndom,(1962),"Drama, War            ",95 min,8.1,-,"33,049",-,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
167,Il postino - postiljonen,(1994),"Biography, Comedy, Drama            ",108 min,7.7,81        ,"34,437",$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
168,Farväl min konkubin,(1993),"Drama, Music, Romance            ",171 min,8.1,83        ,"25,903",$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
169,The Secret of Kells,(2009),"Animation, Adventure, Family            ",71 min,7.6,81        ,"33,137",$0.69M,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers."
170,Gosskören,(2004),"Comedy, Drama, Music            ",97 min,7.9,56        ,"58,766",$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
171,Jules och Jim,(1962),"Drama, Romance            ",105 min,7.8,97        ,"38,731",-,Decades of a love triangle concerning two friends and an impulsive woman.
172,Haider,(2014),"Action, Crime, Drama            ",160 min,8.1,-,"51,544",$0.90M,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
173,'Sleuth' - Spårhunden,(1972),"Mystery, Thriller            ",138 min,8.0,-,"45,458",$4.08M,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
174,Babam ve Oglum,(2005),"Drama, Family            ",112 min,8.3,-,"81,497",-,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
175,Pink,(III) (2016),"Crime, Drama, Thriller            ",136 min,8.1,-,"41,218",$1.24M,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
176,Leva sitt liv,(1962),Drama            ,80 min,8.0,-,"29,238",-,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
177,Äventyret,(1960),"Drama, Mystery, Romance            ",144 min,7.9,-,"27,403",-,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
178,Avsked,(2008),"Drama, Music            ",130 min,8.1,68        ,"49,514",$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.
179,Joint Security Area,(2000),"Action, Drama, Thriller            ",110 min,7.8,58        ,"27,563",-,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
180,Special 26,(2013),"Crime, Drama, Thriller            ",144 min,8.0,-,"52,572",$1.08M,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
181,De oskyldiga,(1961),Horror            ,100 min,7.8,88        ,"27,837",$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.
182,Segerns sötma,(1957),"Drama, Film-Noir            ",96 min,8.0,100        ,"29,110",-,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
183,Masaan,(2015),Drama            ,109 min,8.2,-,"25,070",-,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
184,Så går det till i krig,(1926),"Action, Adventure, Comedy            ",67 min,8.1,-,"83,308",$1.03M,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
185,"4 månader, 3 veckor och 2 dagar",(2007),Drama            ,113 min,7.9,97        ,"57,661",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
186,Den gäckande skuggan,(1934),"Comedy, Crime, Mystery            ",91 min,8.0,86        ,"27,385",-,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
187,Cabirias nätter,(1957),Drama            ,110 min,8.1,-,"44,210",$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
188,Talvar,(2015),"Crime, Drama, Mystery            ",132 min,8.2,-,"32,473",$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
189,Fyra fula fiskar,(1933),"Comedy, Musical, War            ",69 min,7.8,93        ,"56,432",-,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
190,Jab We Met,(2007),"Comedy, Drama, Romance            ",138 min,7.9,-,"49,230",$0.41M,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
191,Kort möte,(1945),"Drama, Romance            ",86 min,8.0,92        ,"36,980",-,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
192,Munna Bhai M.B.B.S.,(2003),"Comedy, Drama            ",156 min,8.1,-,"76,104",-,A gangster sets out to fulfill his father's dream of becoming a doctor.
193,Zigenarnas tid,(1988),"Comedy, Crime, Drama            ",142 min,8.2,-,"28,559",$0.28M,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
194,M.S. Dhoni: The Untold Story,(2016),"Biography, Drama, Sport            ",184 min,7.9,-,"44,212",$1.78M,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
195,Små och stora brott,(1989),"Comedy, Drama            ",104 min,7.9,77        ,"55,692",$18.25M,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
